Iterating over heap. This may take a while...
Object Histogram:

num       #instances    #bytes  Class description
--------------------------------------------------------------------------
1262:           2       80      com.alibaba.druid.pool.DruidPooledStatement
1263:           1       80      java.time.temporal.ChronoUnit[]
1264:           2       80      org.apache.tomcat.util.buf.UEncoder
1265:           2       80      java.util.HashMap$EntryIterator
1266:           2       80      java.lang.invoke.MethodHandleImpl$AsVarargsCollector
1267:           1       80      org.apache.catalina.authenticator.NonLoginAuthenticator
1268:           2       80      java.util.Formatter$FormatString[]
1269:           1       80      java.util.concurrent.ScheduledThreadPoolExecutor
1270:           2       80      com.alibaba.druid.sql.dialect.mysql.parser.MySqlStatementParser
1271:           2       80      org.apache.coyote.http11.filters.IdentityInputFilter
1272:           2       80      javax.servlet.DispatcherType[]
1273:           5       80      org.apache.juli.OneLineFormatter
1274:           1       80      com.alibaba.fastjson.parser.Feature[]
1275:           1       80      org.apache.tomcat.util.net.jsse.openssl.KeyExchange[]
1276:           1       80      org.apache.catalina.webresources.StandardRoot
1277:           2       80      sun.security.provider.JavaKeyStore$DualFormatJKS
1278:           5       80      sun.net.www.protocol.jar.Handler
1279:           2       80      org.apache.catalina.realm.MessageDigestCredentialHandler
1280:           1       80      org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler
1281:           1       80      ch.qos.logback.classic.turbo.ReconfigureOnChangeFilter
1282:           1       80      com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlSelectQueryBlock
1283:           2       80      org.apache.catalina.mbeans.ConnectorMBean
1284:           2       80      java.util.Locale$Category
1285:           1       80      org.apache.jasper.compiler.JspRuntimeContext
1286:           3       72      ch.qos.logback.core.subst.Tokenizer$TokenizerState
1287:           1       72      org.apache.jasper.runtime.PageContextImpl
1288:           3       72      com.sun.org.apache.xerces.internal.impl.xs.XSGroupDecl[]
1289:           3       72      org.jsoup.nodes.Entities$EscapeMode
1290:           3       72      org.apache.http.impl.conn.PoolingHttpClientConnectionManager$1
1291:           3       72      sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer
1292:           3       72      java.lang.annotation.RetentionPolicy
1293:           3       72      org.apache.catalina.util.InstanceSupport
1294:           3       72      org.apache.tomcat.util.net.NioChannel
1295:           3       72      com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter
1296:           3       72      java.util.Collections$1
1297:           3       72      javax.servlet.SessionTrackingMode
1298:           3       72      java.time.ZoneOffset
1299:           3       72      org.apache.tomcat.JarScanType
1300:           3       72      ch.qos.logback.core.joran.action.PropertyAction
1301:           1       72      org.eclipse.jdt.internal.compiler.lookup.ReferenceBinding$1
1302:           3       72      org.apache.tomcat.util.http.parser.SkipResult
1303:           1       72      java.util.logging.LogManager$RootLogger
1304:           3       72      org.apache.tomcat.util.log.UserDataHelper$Mode
1305:           1       72      org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver
1306:           3       72      com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$ContentDriver
1307:           1       72      org.apache.catalina.core.StandardService
1308:           1       72      ch.qos.logback.core.ConsoleAppender
1309:           3       72      java.util.Base64$Encoder
1310:           3       72      org.springframework.util.AntPathMatcher
1311:           3       72      org.springframework.web.accept.ContentNegotiationManager
1312:           1       72      sun.util.locale.provider.JRELocaleProviderAdapter
1313:           3       72      java.net.InetSocketAddress[]
1314:           3       72      sun.security.provider.PolicyFile$PolicyEntry
1315:           3       72      org.apache.http.impl.cookie.RFC6265CookieSpecProvider$CompatibilityLevel
1316:           3       72      ch.qos.logback.core.joran.action.ActionUtil$Scope
1317:           3       72      java.security.CodeSigner
1318:           3       72      ch.qos.logback.core.spi.FilterReply
1319:           1       72      org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping
1320:           1       72      java.awt.geom.AffineTransform
1321:           1       72      org.eclipse.jdt.internal.compiler.flow.UnconditionalFlowInfo
1322:           3       72      java.util.concurrent.atomic.AtomicMarkableReference$Pair
1323:           3       72      ch.qos.logback.core.joran.action.NOPAction
1324:           3       72      org.apache.coyote.http11.AbstractNioInputBuffer$HeaderParseStatus
1325:           1       72      org.eclipse.jdt.internal.compiler.lookup.TypeBinding$1
1326:           3       72      ch.qos.logback.core.rolling.helper.CompressionMode
1327:           1       72      java.util.ResourceBundle$RBClassLoader
1328:           1       72      java.lang.invoke.LambdaFormEditor$Transform$Kind[]
1329:           3       72      org.jsoup.nodes.Document$QuirksMode
1330:           3       72      org.springframework.web.method.support.HandlerMethodArgumentResolverComposite
1331:           2       72      sun.security.jca.ProviderConfig[]
1332:           3       72      org.apache.http.HttpVersion
1333:           3       72      com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$LocatorProxy
1334:           3       72      com.sun.org.apache.xerces.internal.impl.validation.ValidationManager
1335:           3       72      com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager
1336:           3       72      java.net.Proxy$Type
1337:           3       72      java.net.InetAddress$CacheEntry
1338:           3       72      org.apache.tomcat.util.net.NioEndpoint$NioBufferHandler
1339:           3       72      org.apache.tomcat.util.descriptor.LocalResolver
1340:           3       72      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor
1341:           3       72      java.io.ExpiringCache$Entry
1342:           3       72      org.apache.tomcat.util.net.AbstractEndpoint$BindState
1343:           3       72      java.util.Currency
1344:           1       72      org.apache.catalina.valves.AbstractAccessLogValve$AccessLogElement[]
1345:           1       72      org.apache.catalina.LifecycleState[]
1346:           1       72      javax.management.openmbean.SimpleType[]
1347:           3       72      sun.security.provider.certpath.X509CertPath
1348:           3       72      java.time.Instant
1349:           1       72      org.apache.coyote.ajp.AjpNioProtocol
1350:           3       72      org.apache.http.conn.util.DomainType
1351:           3       72      org.apache.catalina.core.StandardWrapperFacade
1352:           3       72      java.security.SecurityPermission
1353:           3       72      sun.util.resources.ParallelListResourceBundle$KeySet
1354:           2       64      ch.qos.logback.classic.joran.action.LevelAction
1355:           2       64      com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping
1356:           2       64      com.alibaba.druid.sql.ast.expr.SQLMethodInvokeExpr
1357:           4       64      java.net.Socket$2
1358:           2       64      java.util.AbstractList$Itr
1359:           2       64      java.util.logging.LogManager$LogNode
1360:           2       64      java.util.LinkedHashMap$LinkedKeyIterator
1361:           1       64      com.sun.org.apache.xerces.internal.impl.xs.SchemaGrammar$XSAnyType
1362:           2       64      java.util.Formatter
1363:           2       64      org.apache.tomcat.util.threads.TaskThreadFactory
1364:           2       64      com.jinba.pojo.AnalysisType[]
1365:           2       64      com.jinba.pojo.TargetEntity
1366:           2       64      sun.nio.ch.ServerSocketAdaptor
1367:           2       64      org.apache.tomcat.util.http.HttpMessages
1368:           2       64      java.lang.ClassValue$Entry
1369:           2       64      org.apache.http.message.BasicTokenIterator
1370:           1       64      org.apache.catalina.realm.LockOutRealm$1
1371:           2       64      org.springframework.context.annotation.ScopedProxyMode[]
1372:           2       64      com.alibaba.druid.sql.ast.statement.SQLExprTableSource
1373:           4       64      sun.security.ssl.TrustManagerFactoryImpl$1
1374:           2       64      java.lang.annotation.RetentionPolicy[]
1375:           2       64      com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property
1376:           2       64      org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerRetriever
1377:           1       64      org.apache.catalina.mapper.Mapper$ContextVersion
1378:           2       64      java.io.CharArrayWriter
1379:           2       64      org.apache.jasper.compiler.TldCache$TaglibXmlCacheEntry
1380:           2       64      javax.servlet.SessionTrackingMode[]
1381:           4       64      java.net.Socket$3
1382:           1       64      org.springframework.web.servlet.view.AbstractCachingViewResolver$2
1383:           4       64      java.net.InetAddressContainer
1384:           1       64      org.apache.juli.OneLineFormatter$1$1
